sequence_identifier;Domain;Phylum;Class;Order;Family;Genus;Species
OTU_2359;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10;
OTU_2360;Bacteria;Planctomycetota;Pla4 lineage;;;;
OTU_2361;Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;uncultured;
OTU_2362;Bacteria;Hydrogenedentes;Hydrogenedentia;Hydrogenedentiales;Hydrogenedensaceae;;
OTU_2363;Bacteria;Chloroflexi;Chloroflexia;Thermomicrobiales;AKYG1722;;
OTU_2364;Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;;
OTU_2365;Unclassified;;;;;;
OTU_2366;Bacteria;Firmicutes;Bacilli;Bacillales;;;
OTU_2367;Bacteria;SAR324 clade(Marine group B);;;;;
OTU_2368;Unclassified;;;;;;
OTU_2369;Unclassified;;;;;;
OTU_2370;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;Planctomicrobium;
OTU_2371;Unclassified;;;;;;
OTU_2372;Unclassified;;;;;;
OTU_2373;Bacteria;NB1-j;;;;;
OTU_2374;Unclassified;;;;;;
OTU_2375;Bacteria;Proteobacteria;Alphaproteobacteria;Defluviicoccales;uncultured;;
OTU_2376;Bacteria;Proteobacteria;Gammaproteobacteria;AT-s16;;;
OTU_2377;Unclassified;;;;;;
OTU_2378;Bacteria;Proteobacteria;Alphaproteobacteria;;;;
OTU_2379;Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfolunaceae;Desulfofaba;
OTU_2380;Unclassified;;;;;;
OTU_2381;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rhodopirellula;
OTU_2382;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;Rubinisphaera;
OTU_2383;Unclassified;;;;;;
OTU_2384;Bacteria;Sumerlaeota;Sumerlaeia;Sumerlaeales;Sumerlaeaceae;Sumerlaea;
OTU_2385;Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;uncultured;
OTU_2386;Unclassified;;;;;;
OTU_2387;Unclassified;;;;;;
OTU_2388;Bacteria;Hydrogenedentes;Hydrogenedentia;Hydrogenedentiales;Hydrogenedensaceae;;
OTU_2389;Unclassified;;;;;;
OTU_2390;Bacteria;Planctomycetota;OM190;;;;
OTU_2391;Bacteria;Proteobacteria;Gammaproteobacteria;;;;
OTU_2392;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Fusibacteraceae;Fusibacter;
OTU_2393;Unclassified;;;;;;
OTU_2394;Unclassified;;;;;;
OTU_2395;Bacteria;Calditrichota;Calditrichia;Calditrichales;Calditrichaceae;JdFR-76;
OTU_2396;Bacteria;Cyanobacteria;Vampirivibrionia;Gastranaerophilales;;;
OTU_2397;Unclassified;;;;;;
OTU_2398;Unclassified;;;;;;
OTU_2399;Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;OM27 clade;
OTU_2400;Unclassified;;;;;;
OTU_2401;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellula;
OTU_2402;Bacteria;Proteobacteria;Gammaproteobacteria;EV818SWSAP88;;;
OTU_2403;Bacteria;PAUC34f;;;;;
OTU_2404;Unclassified;;;;;;
OTU_2405;Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;OM27 clade;
OTU_2406;Unclassified;;;;;;
OTU_2407;Unclassified;;;;;;
OTU_2408;Unclassified;;;;;;
OTU_2409;Unclassified;;;;;;
OTU_2410;Bacteria;Actinobacteriota;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;;
OTU_2411;Unclassified;;;;;;
OTU_2412;Bacteria;NB1-j;;;;;
OTU_2413;Bacteria;Planctomycetota;BD7-11;;;;
OTU_2414;Unclassified;;;;;;
OTU_2415;Unclassified;;;;;;
OTU_2416;Bacteria;Proteobacteria;Gammaproteobacteria;;;;
OTU_2417;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Amoebophilaceae;uncultured;
OTU_2418;Unclassified;;;;;;
OTU_2419;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;;
OTU_2420;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;KI89A clade;;
OTU_2421;Unclassified;;;;;;
OTU_2422;Bacteria;Proteobacteria;Alphaproteobacteria;;;;
OTU_2423;Unclassified;;;;;;
OTU_2424;Bacteria;Proteobacteria;Gammaproteobacteria;EV818SWSAP88;;;
OTU_2425;Unclassified;;;;;;
OTU_2426;Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfobacteraceae;Desulfobacter;
OTU_2427;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;;
OTU_2428;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10;
OTU_2429;Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales;Diplorickettsiaceae;Rickettsiella;
OTU_2430;Bacteria;Proteobacteria;Gammaproteobacteria;JTB23;;;
OTU_2431;Unclassified;;;;;;
OTU_2432;Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;uncultured;
OTU_2433;Unclassified;;;;;;
OTU_2434;Bacteria;Proteobacteria;Gammaproteobacteria;EPR3968-O8a-Bc78;;;
OTU_2435;Unclassified;;;;;;
OTU_2436;Unclassified;;;;;;
OTU_2437;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;;
OTU_2438;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;;
OTU_2439;Bacteria;;;;;;
OTU_2440;Bacteria;Gemmatimonadota;BD2-11 terrestrial group;;;;
OTU_2441;Unclassified;;;;;;
OTU_2442;Bacteria;Proteobacteria;Gammaproteobacteria;;;;
OTU_2443;Unclassified;;;;;;
OTU_2444;Unclassified;;;;;;
OTU_2445;Unclassified;;;;;;
OTU_2446;Unclassified;;;;;;
OTU_2447;Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfocapsaceae;;
OTU_2448;Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Woeseiaceae;Woeseia;
OTU_2449;Unclassified;;;;;;
OTU_2450;Unclassified;;;;;;
OTU_2451;Unclassified;;;;;;
OTU_2452;Unclassified;;;;;;
OTU_2453;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methyloligellaceae;uncultured;
OTU_2454;Bacteria;Proteobacteria;Gammaproteobacteria;Milano-WF1B-44;;;
OTU_2455;Unclassified;;;;;;
OTU_2456;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;
OTU_2457;Bacteria;Proteobacteria;Gammaproteobacteria;uncultured;;;
OTU_2458;Unclassified;;;;;;
OTU_2459;Unclassified;;;;;;
OTU_2460;Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;uncultured;
OTU_2461;Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfocapsaceae;uncultured;
OTU_2462;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;KI89A clade;;
OTU_2463;Unclassified;;;;;;
OTU_2464;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Sedimenticolaceae;Sedimenticola;
OTU_2465;Unclassified;;;;;;
OTU_2466;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rhodopirellula;
OTU_2467;Unclassified;;;;;;
OTU_2468;Unclassified;;;;;;
OTU_2469;Unclassified;;;;;;
OTU_2470;Bacteria;Proteobacteria;Alphaproteobacteria;;;;
OTU_2471;Unclassified;;;;;;
OTU_2472;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;;
OTU_2473;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Litoricolaceae;Litoricola;
OTU_2474;Unclassified;;;;;;
OTU_2475;Bacteria;Proteobacteria;Gammaproteobacteria;Ectothiorhodospirales;Ectothiorhodospiraceae;uncultured;
OTU_2476;Unclassified;;;;;;
OTU_2477;Unclassified;;;;;;
OTU_2478;Bacteria;Deferrisomatota;Defferrisomatia;Defferrisomatales;Defferrisomataceae;Deferrisoma;
OTU_2479;Unclassified;;;;;;
OTU_2480;Unclassified;;;;;;
OTU_2481;Unclassified;;;;;;
OTU_2482;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;;
OTU_2483;Bacteria;Dependentiae;Babeliae;Babeliales;;;
OTU_2484;Bacteria;Bacteroidota;Bacteroidia;Bacteroidetes VC2.1 Bac22;;;
OTU_2485;Unclassified;;;;;;
OTU_2486;Unclassified;;;;;;
OTU_2487;Bacteria;Proteobacteria;Gammaproteobacteria;Arenicellales;Arenicellaceae;;
OTU_2488;Bacteria;Gemmatimonadota;BD2-11 terrestrial group;;;;
OTU_2489;Bacteria;Bdellovibrionota;Bdellovibrionia;Bacteriovoracales;Bacteriovoracaceae;;
OTU_2490;Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;;
OTU_2491;Unclassified;;;;;;
OTU_2492;Bacteria;Proteobacteria;Gammaproteobacteria;Coxiellales;Coxiellaceae;Coxiella;
OTU_2493;Unclassified;;;;;;
OTU_2494;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;uncultured;;
OTU_2495;Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;uncultured;
OTU_2496;Bacteria;NB1-j;;;;;
OTU_2497;Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;PS1 clade;;
OTU_2498;Bacteria;Proteobacteria;Alphaproteobacteria;Defluviicoccales;uncultured;;
OTU_2499;Bacteria;Proteobacteria;Alphaproteobacteria;;;;
OTU_2500;Bacteria;Planctomycetota;Phycisphaerae;MSBL9;SG8-4;;
OTU_2501;Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfobulbaceae;Desulfobulbus;
OTU_2502;Bacteria;Proteobacteria;Gammaproteobacteria;Coxiellales;Coxiellaceae;Coxiella;
OTU_2503;Bacteria;Planctomycetota;OM190;;;;
OTU_2504;Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;uncultured;
OTU_2505;Unclassified;;;;;;
OTU_2506;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae;Owenweeksia;
OTU_2507;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rhodopirellula;
OTU_2508;Unclassified;;;;;;
OTU_2509;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;uncultured;;
OTU_2510;Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;SM1A02;
OTU_2511;Unclassified;;;;;;
OTU_2512;Unclassified;;;;;;
OTU_2513;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Magnetospiraceae;uncultured;
OTU_2514;Unclassified;;;;;;
OTU_2515;Unclassified;;;;;;
OTU_2516;Unclassified;;;;;;
OTU_2517;Unclassified;;;;;;
OTU_2518;Unclassified;;;;;;
OTU_2519;Bacteria;;;;;;
OTU_2520;Unclassified;;;;;;
OTU_2521;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Gimesiaceae;uncultured;
OTU_2522;Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Simkaniaceae;uncultured;
OTU_2523;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;;
OTU_2524;Bacteria;Proteobacteria;Alphaproteobacteria;;;;
OTU_2525;Unclassified;;;;;;
OTU_2526;Unclassified;;;;;;
OTU_2527;Unclassified;;;;;;
OTU_2528;Bacteria;Proteobacteria;Gammaproteobacteria;uncultured;;;
OTU_2529;Bacteria;Chloroflexi;Anaerolineae;Ardenticatenales;uncultured;;
OTU_2530;Bacteria;NB1-j;;;;;
OTU_2531;Unclassified;;;;;;
OTU_2532;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;OM182 clade;;
OTU_2533;Unclassified;;;;;;
OTU_2534;Unclassified;;;;;;
OTU_2535;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Spongiibacteraceae;BD1-7 clade;
OTU_2536;Unclassified;;;;;;
OTU_2537;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;;
OTU_2538;Bacteria;Proteobacteria;Gammaproteobacteria;Francisellales;Francisellaceae;[Caedibacter] taeniospiralis group;
OTU_2539;Unclassified;;;;;;
OTU_2540;Unclassified;;;;;;
OTU_2541;Unclassified;;;;;;
OTU_2542;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;;
OTU_2543;Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfocapsaceae;;
OTU_2544;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;
OTU_2545;Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Urania-1B-19 marine sediment group;
OTU_2546;Unclassified;;;;;;
OTU_2547;Unclassified;;;;;;
OTU_2548;Unclassified;;;;;;
OTU_2549;Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Sulfurovaceae;Sulfurovum;
OTU_2550;Bacteria;;;;;;
OTU_2551;Unclassified;;;;;;
OTU_2552;Bacteria;Planctomycetota;OM190;;;;
OTU_2553;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;;
OTU_2554;Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;P3OB-42;
OTU_2555;Bacteria;Chloroflexi;Anaerolineae;Ardenticatenales;uncultured;;
OTU_2556;Bacteria;Proteobacteria;Alphaproteobacteria;Defluviicoccales;uncultured;;
OTU_2557;Unclassified;;;;;;
OTU_2558;Unclassified;;;;;;
OTU_2559;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;uncultured;;
OTU_2560;Bacteria;Myxococcota;Polyangia;Polyangiales;Eel-36e1D6;;
OTU_2561;Bacteria;NB1-j;;;;;
OTU_2562;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;;
OTU_2563;Unclassified;;;;;;
OTU_2564;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;
OTU_2565;Bacteria;Proteobacteria;Gammaproteobacteria;HOC36;;;
OTU_2566;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Limibaculum;
OTU_2567;Unclassified;;;;;;
OTU_2568;Bacteria;Proteobacteria;Alphaproteobacteria;Defluviicoccales;uncultured;;
OTU_2569;Unclassified;;;;;;
OTU_2570;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;uncultured;
OTU_2571;Unclassified;;;;;;
OTU_2572;Bacteria;Bacteroidota;Bacteroidia;Bacteroidetes VC2.1 Bac22;;;
OTU_2573;Unclassified;;;;;;
OTU_2574;Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;PS1 clade;;
OTU_2575;Unclassified;;;;;;
OTU_2576;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Marinobacteraceae;Marinobacter;
OTU_2577;Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira;
OTU_2578;Unclassified;;;;;;
OTU_2579;Unclassified;;;;;;
OTU_2580;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rhodopirellula;
OTU_2581;Unclassified;;;;;;
OTU_2582;Bacteria;Proteobacteria;Gammaproteobacteria;;;;
OTU_2583;Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;
OTU_2584;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis;Bauldia;
OTU_2585;Bacteria;Verrucomicrobiota;Kiritimatiellae;WCHB1-41;;;
OTU_2586;Bacteria;Planctomycetota;OM190;;;;
OTU_2587;Unclassified;;;;;;
OTU_2588;Bacteria;Chloroflexi;Anaerolineae;Ardenticatenales;uncultured;;
OTU_2589;Unclassified;;;;;;
OTU_2590;Unclassified;;;;;;
OTU_2591;Unclassified;;;;;;
OTU_2592;Unclassified;;;;;;
OTU_2593;Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;
OTU_2594;Unclassified;;;;;;
OTU_2595;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Spongiibacteraceae;BD1-7 clade;
OTU_2596;Unclassified;;;;;;
OTU_2597;Unclassified;;;;;;
OTU_2598;Bacteria;Acidobacteriota;Subgroup 22;;;;
OTU_2599;Unclassified;;;;;;
OTU_2600;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;Planctomicrobium;
OTU_2601;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halieaceae;;
OTU_2602;Bacteria;Planctomycetota;OM190;;;;
OTU_2603;Bacteria;Planctomycetota;Pla3 lineage;;;;
OTU_2604;Bacteria;Proteobacteria;Gammaproteobacteria;HOC36;;;
OTU_2605;Unclassified;;;;;;
OTU_2606;Unclassified;;;;;;
OTU_2607;Unclassified;;;;;;
OTU_2608;Unclassified;;;;;;
OTU_2609;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;uncultured;
OTU_2610;Bacteria;Planctomycetota;Pla3 lineage;;;;
OTU_2611;Unclassified;;;;;;
OTU_2612;Unclassified;;;;;;
OTU_2613;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;uncultured;;
OTU_2614;Unclassified;;;;;;
OTU_2615;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rhodopirellula;
OTU_2616;Bacteria;Sumerlaeota;Sumerlaeia;uncultured;;;
OTU_2617;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;
OTU_2618;Unclassified;;;;;;
OTU_2619;Unclassified;;;;;;
OTU_2620;Bacteria;Proteobacteria;Gammaproteobacteria;;;;
OTU_2621;Unclassified;;;;;;
OTU_2622;Unclassified;;;;;;
OTU_2623;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Limibaculum;
OTU_2624;Unclassified;;;;;;
OTU_2625;Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;uncultured;;
OTU_2626;Unclassified;;;;;;
OTU_2627;Unclassified;;;;;;
OTU_2628;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;
OTU_2629;Unclassified;;;;;;
OTU_2630;Unclassified;;;;;;
OTU_2631;Unclassified;;;;;;
OTU_2632;Unclassified;;;;;;
OTU_2633;Bacteria;Verrucomicrobiota;Omnitrophia;Omnitrophales;Omnitrophaceae;Candidatus;Omnitrophus
OTU_2634;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;
OTU_2635;Bacteria;Planctomycetota;OM190;;;;
OTU_2636;Unclassified;;;;;;
OTU_2637;Unclassified;;;;;;
OTU_2638;Bacteria;Proteobacteria;Gammaproteobacteria;Thiomicrospirales;Thiomicrospiraceae;endosymbionts;
OTU_2639;Unclassified;;;;;;
OTU_2640;Bacteria;Planctomycetota;vadinHA49;;;;
OTU_2641;Unclassified;;;;;;
OTU_2642;Bacteria;Planctomycetota;OM190;;;;
OTU_2643;Unclassified;;;;;;
OTU_2644;Unclassified;;;;;;
OTU_2645;Unclassified;;;;;;
OTU_2646;Bacteria;Planctomycetota;Pla3 lineage;;;;
OTU_2647;Bacteria;SAR324 clade(Marine group B);;;;;
OTU_2648;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Puniceicoccaceae;;
OTU_2649;Unclassified;;;;;;
OTU_2650;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Fabibacter;
OTU_2651;Unclassified;;;;;;
OTU_2652;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10;
OTU_2653;Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;;
OTU_2654;Unclassified;;;;;;
OTU_2655;Unclassified;;;;;;
OTU_2656;Unclassified;;;;;;
OTU_2657;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prolixibacteraceae;Draconibacterium;
OTU_2658;Unclassified;;;;;;
OTU_2659;Bacteria;Proteobacteria;Gammaproteobacteria;Tenderiales;Tenderiaceae;Candidatus;Tenderia
OTU_2660;Unclassified;;;;;;
OTU_2661;Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;
OTU_2662;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10;
OTU_2663;Unclassified;;;;;;
OTU_2664;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;
OTU_2665;Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;uncultured;
OTU_2666;Unclassified;;;;;;
OTU_2667;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10;
OTU_2668;Unclassified;;;;;;
OTU_2669;Unclassified;;;;;;
OTU_2670;Unclassified;;;;;;
OTU_2671;Unclassified;;;;;;
OTU_2672;Unclassified;;;;;;
OTU_2673;Unclassified;;;;;;
OTU_2674;Bacteria;Proteobacteria;Gammaproteobacteria;Ga0077536;;;
OTU_2675;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10;
OTU_2676;Unclassified;;;;;;
OTU_2677;Unclassified;;;;;;
OTU_2678;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Puniceicoccaceae;Verruc-01;
OTU_2679;Unclassified;;;;;;
OTU_2680;Unclassified;;;;;;
OTU_2681;Bacteria;Planctomycetota;Phycisphaerae;CCM11a;;;
OTU_2682;Unclassified;;;;;;
OTU_2683;Unclassified;;;;;;
OTU_2684;Unclassified;;;;;;
OTU_2685;Bacteria;Bacteroidota;Rhodothermia;Rhodothermales;Rhodothermaceae;uncultured;
OTU_2686;Bacteria;Acidobacteriota;Subgroup 26;;;;
OTU_2687;Bacteria;Planctomycetota;OM190;;;;
OTU_2688;Unclassified;;;;;;
OTU_2689;Bacteria;Deferrisomatota;Defferrisomatia;Defferrisomatales;Defferrisomataceae;Deferrisoma;
OTU_2690;Bacteria;Planctomycetota;Pla4 lineage;;;;
OTU_2691;Unclassified;;;;;;
OTU_2692;Bacteria;Bacteroidota;Rhodothermia;Rhodothermales;Rhodothermaceae;uncultured;
OTU_2693;Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;uncultured;
OTU_2694;Unclassified;;;;;;
OTU_2695;Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;uncultured;
OTU_2696;Bacteria;Desulfobacterota;Desulfuromonadia;Bradymonadales;;;
OTU_2697;Unclassified;;;;;;
OTU_2698;Unclassified;;;;;;
OTU_2699;Unclassified;;;;;;
OTU_2700;Unclassified;;;;;;
OTU_2701;Bacteria;Proteobacteria;Alphaproteobacteria;uncultured;;;
OTU_2702;Bacteria;Bacteroidota;Rhodothermia;Rhodothermales;Rhodothermaceae;uncultured;
OTU_2703;Unclassified;;;;;;
OTU_2704;Unclassified;;;;;;
OTU_2705;Bacteria;Myxococcota;Polyangia;Polyangiales;Eel-36e1D6;;
OTU_2706;Bacteria;Dependentiae;Babeliae;Babeliales;;;
OTU_2707;Unclassified;;;;;;
OTU_2708;Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;uncultured;
OTU_2709;Unclassified;;;;;;
OTU_2710;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Roseibacillus;
OTU_2711;Bacteria;Patescibacteria;ABY1;Candidatus Magasanikbacteria;;;
OTU_2712;Bacteria;Proteobacteria;Gammaproteobacteria;;;;
OTU_2713;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;uncultured;;
OTU_2714;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;
OTU_2715;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;uncultured;
OTU_2716;Unclassified;;;;;;
OTU_2717;Unclassified;;;;;;
OTU_2718;Unclassified;;;;;;
OTU_2719;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Portibacter;
OTU_2720;Unclassified;;;;;;
OTU_2721;Unclassified;;;;;;
OTU_2722;Bacteria;Proteobacteria;Gammaproteobacteria;Beggiatoales;Beggiatoaceae;;
OTU_2723;Unclassified;;;;;;
OTU_2724;Unclassified;;;;;;
OTU_2725;Unclassified;;;;;;
OTU_2726;Bacteria;Acidobacteriota;Subgroup 22;;;;
OTU_2727;Unclassified;;;;;;
OTU_2728;Unclassified;;;;;;
OTU_2729;Bacteria;Planctomycetota;OM190;;;;
OTU_2730;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;DEV007;;
OTU_2731;Unclassified;;;;;;
OTU_2732;Unclassified;;;;;;
OTU_2733;Bacteria;;;;;;
OTU_2734;Bacteria;Planctomycetota;OM190;;;;
OTU_2735;Unclassified;;;;;;
OTU_2736;Unclassified;;;;;;
OTU_2737;Bacteria;Proteobacteria;Alphaproteobacteria;Holosporales;Holosporaceae;uncultured;
OTU_2738;Bacteria;Nitrospinota;Nitrospinia;Nitrospinales;Nitrospinaceae;Nitrospina;
OTU_2739;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10;
OTU_2740;Bacteria;Planctomycetota;Pla3 lineage;;;;
OTU_2741;Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;uncultured;;
OTU_2742;Unclassified;;;;;;
OTU_2743;Bacteria;Bdellovibrionota;Bdellovibrionia;Bacteriovoracales;Bacteriovoracaceae;;
OTU_2744;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Blastopirellula;
OTU_2745;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;uncultured;
OTU_2746;Bacteria;Myxococcota;Polyangia;Polyangiales;Eel-36e1D6;;
OTU_2747;Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Sulfurimonadaceae;Sulfurimonas;
OTU_2748;Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales;Arctic95B-14;;
OTU_2749;Unclassified;;;;;;
OTU_2750;Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales;Arctic95B-14;;
OTU_2751;Bacteria;Proteobacteria;Alphaproteobacteria;Defluviicoccales;uncultured;;
OTU_2752;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;
OTU_2753;Bacteria;Deferrisomatota;Defferrisomatia;Defferrisomatales;Defferrisomataceae;Deferrisoma;
OTU_2754;Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;uncultured;
OTU_2755;Bacteria;Bacteroidota;Rhodothermia;Rhodothermales;Rhodothermaceae;uncultured;
OTU_2756;Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;uncultured;
