sequence_identifier;Domain;Phylum;Class;Order;Family;Genus
OTU_710;Bacteria;Desulfobacterota;Desulfuromonadia;Desulfuromonadales;Geopsychrobacteraceae;Desulfuromusa
OTU_711;Unclassified;;;;;
OTU_712;Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfosarcinaceae;
OTU_713;Unclassified;;;;;
OTU_714;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rhodopirellula
OTU_715;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;Sva0996 marine group
OTU_716;Bacteria;Proteobacteria;Gammaproteobacteria;;;
OTU_717;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Limibaculum
OTU_718;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;DEV007;
OTU_719;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;Planctomicrobium
OTU_720;Bacteria;Proteobacteria;Gammaproteobacteria;;;
OTU_721;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;uncultured;
OTU_722;Unclassified;;;;;
OTU_723;Unclassified;;;;;
OTU_724;Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;
OTU_725;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;uncultured;
OTU_726;Unclassified;;;;;
OTU_727;Unclassified;;;;;
OTU_728;Bacteria;Proteobacteria;Gammaproteobacteria;Coxiellales;Coxiellaceae;Coxiella
OTU_729;Bacteria;Planctomycetota;Pla3 lineage;;;
OTU_730;Unclassified;;;;;
OTU_731;Unclassified;;;;;
OTU_732;Bacteria;Proteobacteria;Gammaproteobacteria;Coxiellales;Coxiellaceae;Coxiella
OTU_733;Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;uncultured;
OTU_734;Bacteria;NB1-j;;;;
OTU_735;Unclassified;;;;;
OTU_736;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halieaceae;
OTU_737;Bacteria;Proteobacteria;Gammaproteobacteria;JTB23;;
OTU_738;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;Azoarcus
OTU_739;Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfosarcinaceae;
OTU_740;Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfosarcinaceae;
OTU_741;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;uncultured
OTU_742;Unclassified;;;;;
OTU_743;Bacteria;Proteobacteria;Gammaproteobacteria;JTB23;;
OTU_744;Unclassified;;;;;
OTU_745;Unclassified;;;;;
OTU_746;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rhodopirellula
OTU_747;Bacteria;Entotheonellaeota;Entotheonellia;Entotheonellales;Entotheonellaceae;Candidatus Entotheonella
OTU_748;Bacteria;Planctomycetota;BD7-11;;;
OTU_749;Bacteria;Proteobacteria;Gammaproteobacteria;;;
OTU_750;Bacteria;Proteobacteria;Gammaproteobacteria;Run-SP154;;
OTU_751;Unclassified;;;;;
OTU_752;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rhodopirellula
OTU_753;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;SH-PL14
OTU_754;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured
OTU_755;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
OTU_756;Unclassified;;;;;
OTU_757;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prolixibacteraceae;
OTU_758;Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;uncultured
OTU_759;Unclassified;;;;;
OTU_760;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
OTU_761;Unclassified;;;;;
OTU_762;Unclassified;;;;;
OTU_763;Unclassified;;;;;
OTU_764;Unclassified;;;;;
OTU_765;Bacteria;NB1-j;;;;
OTU_766;Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;uncultured
OTU_767;Unclassified;;;;;
OTU_768;Bacteria;Planctomycetota;Pla4 lineage;;;
OTU_769;Unclassified;;;;;
OTU_770;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Puniceicoccaceae;Cerasicoccus
OTU_771;Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;;
OTU_772;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;Sva0996 marine group
OTU_773;Unclassified;;;;;
OTU_774;Bacteria;Proteobacteria;Gammaproteobacteria;UBA10353 marine group;;
OTU_775;Bacteria;Proteobacteria;Gammaproteobacteria;;;
OTU_776;Bacteria;Acidobacteriota;Acidobacteriae;PAUC26f;;
OTU_777;Bacteria;Bacteroidota;Rhodothermia;Rhodothermales;Rhodothermaceae;uncultured
OTU_778;Bacteria;Planctomycetota;vadinHA49;;;
OTU_779;Unclassified;;;;;
OTU_780;Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;uncultured
OTU_781;Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;;
OTU_782;Unclassified;;;;;
OTU_783;Bacteria;Calditrichota;Calditrichia;Calditrichales;Calditrichaceae;
OTU_784;Unclassified;;;;;
OTU_785;Unclassified;;;;;
OTU_786;Bacteria;Proteobacteria;Gammaproteobacteria;;;
OTU_787;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;KI89A clade;
OTU_788;Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta 2
OTU_789;Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfocapsaceae;
OTU_790;Bacteria;Proteobacteria;Gammaproteobacteria;;;
OTU_791;Unclassified;;;;;
OTU_792;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Fusibacteraceae;Fusibacter
OTU_793;Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;
OTU_794;Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;
OTU_795;Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;uncultured;
OTU_796;Unclassified;;;;;
OTU_797;Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;uncultured
OTU_798;Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;uncultured
OTU_799;Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;PS1 clade;
OTU_800;Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Woeseiaceae;Woeseia
OTU_801;Bacteria;Nitrospinota;Nitrospinia;Nitrospinales;Nitrospinaceae;uncultured
OTU_802;Unclassified;;;;;
OTU_803;Unclassified;;;;;
OTU_804;Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfobacteraceae;Desulfotignum
OTU_805;Bacteria;Planctomycetota;OM190;;;
OTU_806;Bacteria;NB1-j;;;;
OTU_807;Bacteria;Proteobacteria;Gammaproteobacteria;;;
OTU_808;Unclassified;;;;;
OTU_809;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Porticoccaceae;C1-B045
OTU_810;Bacteria;Planctomycetota;OM190;;;
OTU_811;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;
OTU_812;Unclassified;;;;;
OTU_813;Bacteria;Proteobacteria;Alphaproteobacteria;Defluviicoccales;uncultured;
OTU_814;Unclassified;;;;;
OTU_815;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;
OTU_816;Unclassified;;;;;
OTU_817;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Blastopirellula
OTU_818;Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;uncultured;
OTU_819;Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured
OTU_820;Bacteria;Planctomycetota;OM190;;;
OTU_821;Unclassified;;;;;
OTU_822;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellula
OTU_823;Bacteria;Proteobacteria;Gammaproteobacteria;;;
OTU_824;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Candidatus Thiobios
OTU_825;Unclassified;;;;;
OTU_826;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rhodopirellula
OTU_827;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rhodopirellula
OTU_828;Bacteria;Planctomycetota;OM190;;;
OTU_829;Unclassified;;;;;
OTU_830;Bacteria;Planctomycetota;Pla4 lineage;;;
OTU_831;Bacteria;Chloroflexi;Anaerolineae;SBR1031;;
OTU_832;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;DEV007;
OTU_833;Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfobacteraceae;Desulfobacter
OTU_834;Unclassified;;;;;
OTU_835;Unclassified;;;;;
OTU_836;Unclassified;;;;;
OTU_837;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10
OTU_838;Unclassified;;;;;
OTU_839;Unclassified;;;;;
OTU_840;Unclassified;;;;;
OTU_841;Bacteria;Proteobacteria;Gammaproteobacteria;uncultured;;
OTU_842;Unclassified;;;;;
OTU_843;Bacteria;Deferrisomatota;Defferrisomatia;Defferrisomatales;Defferrisomataceae;Deferrisoma
OTU_844;Unclassified;;;;;
OTU_845;Unclassified;;;;;
OTU_846;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Cellvibrionaceae;uncultured
OTU_847;Unclassified;;;;;
OTU_848;Unclassified;;;;;
OTU_849;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;
OTU_850;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;
OTU_851;Unclassified;;;;;
OTU_852;Unclassified;;;;;
OTU_853;Bacteria;Bacteroidota;Bacteroidia;Bacteroidetes VC2.1 Bac22;;
OTU_854;Bacteria;Proteobacteria;Alphaproteobacteria;Defluviicoccales;uncultured;
OTU_855;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10
OTU_856;Unclassified;;;;;
OTU_857;Unclassified;;;;;
OTU_858;Unclassified;;;;;
OTU_859;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Filomicrobium
OTU_860;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Blastopirellula
OTU_861;Unclassified;;;;;
OTU_862;Bacteria;Proteobacteria;Gammaproteobacteria;uncultured;;
OTU_863;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;
OTU_864;Bacteria;Proteobacteria;Gammaproteobacteria;Run-SP154;;
OTU_865;Unclassified;;;;;
OTU_866;Bacteria;Proteobacteria;Gammaproteobacteria;;;
OTU_867;Unclassified;;;;;
OTU_868;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pir4 lineage
OTU_869;Unclassified;;;;;
OTU_870;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Gimesiaceae;uncultured
OTU_871;Unclassified;;;;;
OTU_872;Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Phycisphaera
OTU_873;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Lewinella
OTU_874;Unclassified;;;;;
OTU_875;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10
OTU_876;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured
OTU_877;Bacteria;Proteobacteria;Gammaproteobacteria;Ga0077536;;
OTU_878;Unclassified;;;;;
OTU_879;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
OTU_880;Unclassified;;;;;
OTU_881;Unclassified;;;;;
OTU_882;Unclassified;;;;;
OTU_883;Unclassified;;;;;
OTU_884;Bacteria;Proteobacteria;Gammaproteobacteria;;;
OTU_885;Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Thiothrix
OTU_886;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Lewinella
OTU_887;Unclassified;;;;;
OTU_888;Unclassified;;;;;
OTU_889;Bacteria;Chloroflexi;Anaerolineae;Ardenticatenales;uncultured;
OTU_890;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Fulvivirga
OTU_891;Bacteria;Proteobacteria;Gammaproteobacteria;uncultured;;
OTU_892;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured
OTU_893;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;uncultured
OTU_894;Bacteria;Proteobacteria;Gammaproteobacteria;HOC36;;
OTU_895;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Kocuria
OTU_896;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Gimesiaceae;uncultured
OTU_897;Bacteria;Verrucomicrobiota;Kiritimatiellae;Kiritimatiellales;Kiritimatiellaceae;R76-B128
OTU_898;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rhodopirellula
OTU_899;Unclassified;;;;;
OTU_900;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;SAR86 clade;
OTU_901;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;
OTU_902;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Nitrincolaceae;
OTU_903;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;
OTU_904;Unclassified;;;;;
OTU_905;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Porticoccaceae;Porticoccus
OTU_906;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Stappiaceae;Pseudovibrio
OTU_907;Unclassified;;;;;
OTU_908;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rhodopirellula
OTU_909;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Aureivirga
OTU_910;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;uncultured
OTU_911;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Blattabacteriaceae;uncultured
OTU_912;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Stappiaceae;
OTU_913;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;uncultured
OTU_914;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;
OTU_915;Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Criblamydiaceae;
OTU_916;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Endozoicomonadaceae;Endozoicomonas
OTU_917;Unclassified;;;;;
OTU_918;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Cohaesibacter
OTU_919;Bacteria;Entotheonellaeota;Entotheonellia;Entotheonellales;Entotheonellaceae;Candidatus Entotheonella
OTU_920;Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;uncultured;
OTU_921;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae;Vicingus
OTU_922;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Persicirhabdus
OTU_923;Unclassified;;;;;
OTU_924;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sulfitobacter
OTU_925;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Nitrincolaceae;Neptuniibacter
OTU_926;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;
OTU_927;Unclassified;;;;;
OTU_928;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
OTU_929;Unclassified;;;;;
OTU_930;Unclassified;;;;;
OTU_931;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Colwelliaceae;Thalassotalea
OTU_932;Unclassified;;;;;
OTU_933;Bacteria;Proteobacteria;Gammaproteobacteria;;;
OTU_934;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;uncultured
OTU_935;Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;NS11-12 marine group;
OTU_936;Bacteria;Proteobacteria;Gammaproteobacteria;;;
OTU_937;Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;uncultured
OTU_938;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Blastopirellula
OTU_939;Unclassified;;;;;
OTU_940;Bacteria;Proteobacteria;Gammaproteobacteria;uncultured;;
OTU_941;Unclassified;;;;;
OTU_942;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae;Vicingus
OTU_943;Unclassified;;;;;
OTU_944;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Colwelliaceae;
OTU_945;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Lewinella
OTU_946;Unclassified;;;;;
OTU_947;Bacteria;Proteobacteria;Gammaproteobacteria;;;
OTU_948;Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Arcobacteraceae;
OTU_949;Bacteria;;;;;
OTU_950;Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;OM27 clade
OTU_951;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Fluviicola
OTU_952;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Nitrincolaceae;
OTU_953;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Crocinitomix
OTU_954;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Amoebophilaceae;uncultured
OTU_955;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;
OTU_956;Unclassified;;;;;
OTU_957;Unclassified;;;;;
OTU_958;Unclassified;;;;;
OTU_959;Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;Cm1-21
OTU_960;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;uncultured
OTU_961;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10
OTU_962;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Portibacter
OTU_963;Bacteria;NB1-j;;;;
OTU_964;Unclassified;;;;;
OTU_965;Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;;
OTU_966;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Blastopirellula
OTU_967;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Blastopirellula
OTU_968;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Winogradskyella
OTU_969;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;
OTU_970;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Portibacter
OTU_971;Unclassified;;;;;
OTU_972;Unclassified;;;;;
OTU_973;Unclassified;;;;;
OTU_974;Unclassified;;;;;
OTU_975;Unclassified;;;;;
OTU_976;Unclassified;;;;;
OTU_977;Unclassified;;;;;
OTU_978;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;
OTU_979;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;
OTU_980;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Blastopirellula
OTU_981;Unclassified;;;;;
OTU_982;Unclassified;;;;;
OTU_983;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Nitrincolaceae;Neptunomonas
OTU_984;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Oceanospirillaceae;Oceanospirillum
OTU_985;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pir4 lineage
OTU_986;Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;NS11-12 marine group;
OTU_987;Unclassified;;;;;
OTU_988;Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;P3OB-42
OTU_989;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;uncultured
OTU_990;Bacteria;Bdellovibrionota;Bdellovibrionia;Bacteriovoracales;Bacteriovoracaceae;uncultured
OTU_991;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Maricaulis
OTU_992;Unclassified;;;;;
OTU_993;Unclassified;;;;;
OTU_994;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Saccharospirillaceae;Thalassolituus
OTU_995;Unclassified;;;;;
OTU_996;Bacteria;Proteobacteria;Alphaproteobacteria;Defluviicoccales;uncultured;
OTU_997;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;uncultured;
OTU_998;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Luteolibacter
OTU_999;Unclassified;;;;;
OTU_1000;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter
OTU_1001;Unclassified;;;;;
OTU_1002;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methyloligellaceae;uncultured
OTU_1003;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;
OTU_1004;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;
OTU_1005;Unclassified;;;;;
OTU_1006;Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;Pelagibius
OTU_1007;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halieaceae;Halioglobus
OTU_1008;Unclassified;;;;;
OTU_1009;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Ekhidna
OTU_1010;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Lewinella
OTU_1011;Unclassified;;;;;
OTU_1012;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;
OTU_1013;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;
OTU_1014;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;DEV007;
OTU_1015;Bacteria;Proteobacteria;Gammaproteobacteria;;;
OTU_1016;Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;uncultured
OTU_1017;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis;
OTU_1018;Bacteria;Entotheonellaeota;Entotheonellia;Entotheonellales;Entotheonellaceae;Candidatus Entotheonella
OTU_1019;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;
OTU_1020;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;uncultured
OTU_1021;Unclassified;;;;;
OTU_1022;Unclassified;;;;;
OTU_1023;Unclassified;;;;;
OTU_1024;Unclassified;;;;;
OTU_1025;Unclassified;;;;;
OTU_1026;Bacteria;Planctomycetota;BD7-11;;;
OTU_1027;Unclassified;;;;;
OTU_1028;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Devosiaceae;Maritalea
OTU_1029;Bacteria;Planctomycetota;OM190;;;
OTU_1030;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Microbulbiferaceae;Microbulbifer
OTU_1031;Bacteria;Planctomycetota;vadinHA49;;;
OTU_1032;Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Marinicella
OTU_1033;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;Sva0996 marine group
OTU_1034;Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;;
OTU_1035;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
OTU_1036;Bacteria;Planctomycetota;OM190;;;
OTU_1037;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;
OTU_1038;Unclassified;;;;;
OTU_1039;Unclassified;;;;;
OTU_1040;Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;Pelagibius
OTU_1041;Unclassified;;;;;
OTU_1042;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae;NS10 marine group
OTU_1043;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;uncultured
OTU_1044;Unclassified;;;;;
OTU_1045;Bacteria;NB1-j;;;;
OTU_1046;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Winogradskyella
OTU_1047;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Crocinitomix
OTU_1048;Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;
OTU_1049;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Shewanellaceae;Shewanella
OTU_1050;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Aquibacter
OTU_1051;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Blastopirellula
OTU_1052;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas
OTU_1053;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;KI89A clade;
OTU_1054;Bacteria;Proteobacteria;Gammaproteobacteria;;;
OTU_1055;Unclassified;;;;;
OTU_1056;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Blastopirellula
OTU_1057;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;uncultured
OTU_1058;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pir4 lineage
OTU_1059;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;SCGC AAA164-E04
OTU_1060;Unclassified;;;;;
OTU_1061;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Seonamhaeicola
OTU_1062;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;uncultured
OTU_1063;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;
OTU_1064;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Limnobacter
OTU_1065;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
OTU_1066;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;
